CNPJ;Nome;UF do sancionado;Motivo do impedimento;Órgão;Nº do Convênio
11.452.489/0001-59;ASSOCIACAO DOS ENGENHEIROS DE PESCA DE PERNAMBUCO;PE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;400444
05.071.123/0001-37;ASSOCIACAO DOS FILHOS E AMIGOS DO ILE IYA OMI ASE OFA KARE;PA;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;730224
22.918.502/0001-39;ASSOCIACAO DOS GRUPOS DE FOLCLORE DE BELEM;PA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;635565
07.128.508/0001-19;ASSOCIACAO DOS GRUPOS FOLCLORICOS E CULTURAIS DE ITAITUBA;PA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;598086
07.128.508/0001-19;ASSOCIACAO DOS GRUPOS FOLCLORICOS E CULTURAIS DE ITAITUBA;PA;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;701034
35.446.590/0001-65;ASSOCIACAO DOS IRRIGANTES DA BARRAGEM DE TERRA NOVA;PE;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;415433
35.446.590/0001-65;ASSOCIACAO DOS IRRIGANTES DA BARRAGEM DE TERRA NOVA;PE;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;405574
12.813.333/0001-19;ASSOCIACAO DOS MARACATUS DEBAQUE-SOLTO DE PERNAMBUCO;PE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;611063
03.926.731/0001-50;ASSOCIACAO DOS MORADORES DO ACENTAMENTO MANUINO;PE;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;493984
15.742.422/0001-00;ASSOCIACAO DOS MORADORES DO BENGUI;PA;MOTIVO NÃO ESPECIFICADO;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;761722
07.249.691/0001-00;ASSOCIACAO DOS MORADORES URBANOS DE MONSENHOR GIL;PI;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;592849
02.045.358/0001-66;ASSOCIACAO DOS MUNICIPIOS DO NORDESTE RIOGRANDENSE;RS;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;557951
08.220.899/0001-60;ASSOCIACAO DOS MUNICIPIOS DO SERIDO;RN;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Saúde - Unidades com vínculo direto;390295
14.112.015/0001-56;ASSOCIACAO DOS PAIS DE BOM JESUS DO TOCANTINS;PA;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Economia - Unidades com vínculo direto;-1
89.283.998/0001-92;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS DE BAGE;RS;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;542510
01.873.861/0001-47;ASSOCIACAO DOS PARCELEIROS DO ASSENTAMENTO VITORIA;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;517610
86.908.704/0001-82;ASSOCIACAO DOS PEQ PROD RURAIS DO BARREIRO;PI;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;552364
00.197.010/0001-69;ASSOCIACAO DOS PEQ PRODUT RURAIS DAS COMUNIDADES ANHUMA/CANABRAVA E ADJACENCIAS;PI;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;540700
01.020.933/0001-03;ASSOCIACAO DOS PEQ.PRODUTORES RURAIS DE SAO JOSE;PI;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;463385
05.214.717/0001-50;ASSOCIACAO DOS PEQUENOS AGRICULTORES DO ESTADO DO PIAUI;PI;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;742200
05.256.922/0001-88;ASSOCIACAO DOS PEQUENOS EMPREENDEDORES RURAIS DO MEDIO GURGUEIA;PI;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;540711
05.035.962/0001-08;ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE BAIXAO DO JUNCO;PI;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;576655
02.343.575/0001-32;ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE DECALDEIRAO;PI;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;543707
04.253.861/0001-32;ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO PROJETO DE ASSENTAMENTO SERRA DO CAPIM - APPRPASECA - FLORESTA - PE;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;478607
07.074.079/0001-44;ASSOCIACAO DOS PESCADORES DA ZONA NORTE DO MUNICIPIO DE CAPAO DA CANOA;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;702210
03.978.096/0001-55;ASSOCIACAO DOS POVOS INDIGENAS DO TOCANTINS;PA;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Saúde - Unidades com vínculo direto;509954
03.978.096/0001-55;ASSOCIACAO DOS POVOS INDIGENAS DO TOCANTINS;PA;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Saúde - Unidades com vínculo direto;473787
00.936.770/0001-40;ASSOCIACAO DOS PRODUT RUR IRRIGANTES DO VALE DO MOXOTO;PE;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;487368
63.788.020/0001-99;ASSOCIACAO DOS PRODUTORES ALTERNATIVOS;RO;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Meio Ambiente - Unidades com vínculo direto;487491
63.788.020/0001-99;ASSOCIACAO DOS PRODUTORES ALTERNATIVOS;RO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;538352
63.788.020/0001-99;ASSOCIACAO DOS PRODUTORES ALTERNATIVOS;RO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;518462
00.744.849/0001-70;ASSOCIACAO DOS PRODUTORES DE LAGOA DE FORA;PE;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;588762
07.284.370/0001-47;ASSOCIACAO DOS PRODUTORES E EMPREENDEDORES CULTURAIS DE SANTA MARIA;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;702590
07.284.370/0001-47;ASSOCIACAO DOS PRODUTORES E EMPREENDEDORES CULTURAIS DE SANTA MARIA;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;751750
07.284.370/0001-47;ASSOCIACAO DOS PRODUTORES E EMPREENDEDORES CULTURAIS DE SANTA MARIA;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;747881
07.284.370/0001-47;ASSOCIACAO DOS PRODUTORES E EMPREENDEDORES CULTURAIS DE SANTA MARIA;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;702269
12.756.227/0001-40;ASSOCIACAO DOS PRODUTORES E EXPORTADORES DE FRUTAS TROPICAIS DO NORDESTE - PROFRUTAS;RN;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;350169
07.868.060/0001-70;ASSOCIACAO DOS PRODUTORES RURAIS DE CARATATEUA;PA;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Economia - Unidades com vínculo direto;-1
04.250.678/0001-83;ASSOCIACAO DOS PRODUTORES RURAIS DE SAO GONCALO DO GURGUEIA;PI;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;571723
22.943.146/0001-03;ASSOCIACAO DOS PROJETOS COMUNIT DAS ILHAS DE ABAETETUBA;PA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;543289
94.438.447/0001-90;ASSOCIACAO DOS SINDICATOS DOS TRAB RURAIS FRONTEIRICOS;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;517040
94.438.447/0001-90;ASSOCIACAO DOS SINDICATOS DOS TRAB RURAIS FRONTEIRICOS;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;535105
94.438.447/0001-90;ASSOCIACAO DOS SINDICATOS DOS TRAB RURAIS FRONTEIRICOS;RS;NAO APRESENTOU O RELATORIO FISICO-FINANCEIRO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;542608
02.690.210/0001-84;ASSOCIACAO DOS TRABALHADORES RURAIS DO ASSENTAMENTO NOVA VIDA II;RN;NAO CUMPRIU COM OS RECURSOS DA CONTRAPARTIDA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;526520
05.234.004/0001-58;ASSOCIACAO E QUILOMBOLA DE PEQUENOS PRODUTORES RURAIS DA LOCALIDADE DE PICADA DAS VASSOURAS;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;638241
06.131.782/0001-84;ASSOCIACAO ECOLOGICA DE CATADORES DE MATERIAIS RECICLAVEIS DE SANTA CRUZ DO SUL;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;776449
04.475.266/0001-41;ASSOCIACAO EDUCACIONAL BRASIL - ALEMANHA - AEBA;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;542587
88.332.580/0001-65;ASSOCIACAO EDUCACIONAL LUTERANA DO BRASIL - AELBRA;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;-1
03.402.347/0001-59;ASSOCIACAO EDUCATIVA - ESPORTIVA DO PAULISTA;PE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Educação - Unidades com vínculo direto;383026
04.876.961/0001-15;ASSOCIACAO ESTACAO DA CULTURA;PE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;517449
02.181.929/0001-90;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA;PA;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério do Meio Ambiente - Unidades com vínculo direto;487455
02.181.929/0001-90;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA;PA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;480846
02.181.929/0001-90;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;520756
02.181.929/0001-90;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;518072
02.488.347/0001-50;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO ESTADO DO RN;RN;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério do Meio Ambiente - Unidades com vínculo direto;521500
02.488.347/0001-50;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO ESTADO DO RN;RN;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;550857
02.488.347/0001-50;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO ESTADO DO RN;RN;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;520547
02.003.386/0001-10;ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DO PIAUI;PI;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;516632
10.859.817/0001-73;ASSOCIACAO EVANGELICA BENEFICENTE DE PERNAMBUCO;PE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;786226
07.543.860/0001-10;ASSOCIACAO EXPO CRUZEIRO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;732162
08.927.675/0001-92;ASSOCIACAO FENIX;PE;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;700155
02.616.784/0001-02;"ASSOCIACAO FOLCLORICA CULTURAL DO BOI BUMBA MALHADINHO""""";RO;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;702349
05.895.381/0001-38;ASSOCIACAO GMT - GRUPO DE MODELISMO DE TRAMANDAI;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;556047
03.003.659/0001-90;ASSOCIACAO INDEPENDENTE DOS AMIGOS DA UR-2;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;497716
08.304.718/0001-83;ASSOCIACAO INDIGENA DOS AGRICULTORES DA LINHA MO;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;743981
01.637.294/0001-20;ASSOCIACAO INDIGENA TEMBE DE TOME ACU;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;510827
05.774.391/0001-15;ASSOCIACAO INSTITUTO DE TECNOLOGIA DE PERNAMBUCO - ITEP/OS;PE;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;673624
02.988.401/0001-27;ASSOCIACAO INTEGRACAO DE RADIO DIFUSAO COMUNITARIA;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;524394
05.899.681/0001-95;ASSOCIACAO INTEGRADORA AGROECOLOGICA DA REGIAO CELEIRO - ASCOOPERAR;RS;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;620611
04.698.268/0001-08;ASSOCIACAO LAGOBONITENSE DE PEQUENOS AGRICULTORES-ALPA;RS;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;515891
03.999.473/0001-32;ASSOCIACAO MAOS DA TERRA;PI;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;568263
04.866.144/0001-86;ASSOCIACAO METINDJA KAYAPO;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;579965
03.015.592/0001-03;ASSOCIACAO MOVIMENTO NACIONAL DOS PESCADORES - MONAPE;PA;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério do Meio Ambiente - Unidades com vínculo direto;484193
04.122.652/0001-50;ASSOCIACAO MUNICIPAL DAS MULHERES TRABALADORAS RURAIS DO ARAGUAIA;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;467204
04.122.652/0001-50;ASSOCIACAO MUNICIPAL DAS MULHERES TRABALADORAS RURAIS DO ARAGUAIA;PA;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;537460
01.081.476/0001-67;ASSOCIACAO MUSICAL 10 DE AGOSTO;PE;DESCUMPRIMENTO DE PRECEITOS DA LEI NR.8666/93;Ministério do Turismo - Unidades com vínculo direto;527824
04.276.400/0001-85;ASSOCIACAO NACIONAL DA JUVENTUDE RURAL - TERRA LIVRE;PE;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;713634
04.276.400/0001-85;ASSOCIACAO NACIONAL DA JUVENTUDE RURAL - TERRA LIVRE;PE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;575514
07.989.147/0001-03;ASSOCIACAO NACIONAL DE DESENVOLVIMENTO HUMANO E SOCIAL - ANDHUS;PE;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;748891
06.853.749/0001-68;ASSOCIACAO NACIONAL DE MULHERES CAMPONESAS;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;752689
06.853.749/0001-68;ASSOCIACAO NACIONAL DE MULHERES CAMPONESAS;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;776820
07.115.198/0001-06;ASSOCIACAO PAU E LATA;RN;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;589531
06.006.038/0001-58;ASSOCIACAO PIAUIENSE DE HIP HOP E JUVENTUDE PERIFERICA;PI;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;640225
07.877.116/0001-52;ASSOCIACAO POTIGUAR PELA LIVRE ORIENTACAO SEXUAL;RN;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;611163
07.877.116/0001-52;ASSOCIACAO POTIGUAR PELA LIVRE ORIENTACAO SEXUAL;RN;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;601266
07.877.116/0001-52;ASSOCIACAO POTIGUAR PELA LIVRE ORIENTACAO SEXUAL;RN;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;617339
95.438.412/0001-14;ASSOCIACAO PRO ENSINO EM SANTA CRUZ DO SUL;RS;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Educação - Unidades com vínculo direto;603401
91.693.531/0001-62;ASSOCIACAO PRO ENSINO SUPERIOR EM NOVO HAMBURGO;RS;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;677263
04.521.261/0001-08;ASSOCIACAO QUILOMBOLA DE CONCEICAO DAS CRIOULAS- AQCC;PE;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;534688
04.521.261/0001-08;ASSOCIACAO QUILOMBOLA DE CONCEICAO DAS CRIOULAS- AQCC;PE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;577814
04.521.261/0001-08;ASSOCIACAO QUILOMBOLA DE CONCEICAO DAS CRIOULAS- AQCC;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;576558
00.796.762/0001-46;ASSOCIACAO QUILOMBOLA DO SITIO ANGICO;PE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;617695
10.667.749/0001-40;ASSOCIACAO RECREATIVA CARNAVALESCA AFOXE ALAFIN OYO;PE;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;521551
07.099.045/0001-04;ASSOCIACAO REGIONAL DAS ESCOLA FAMILIA AGRICOLA DO PIAUI;PI;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;649107
07.099.045/0001-04;ASSOCIACAO REGIONAL DAS ESCOLA FAMILIA AGRICOLA DO PIAUI;PI;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;730442
06.051.412/0001-37;ASSOCIACAO REGIONAL INTEGRADA DE DESENVOLVIMENTO AGROECOLOGICO SUSTENTAVEL - ARIDAS;PI;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;539266
06.051.412/0001-37;ASSOCIACAO REGIONAL INTEGRADA DE DESENVOLVIMENTO AGROECOLOGICO SUSTENTAVEL - ARIDAS;PI;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;729065
06.051.412/0001-37;ASSOCIACAO REGIONAL INTEGRADA DE DESENVOLVIMENTO AGROECOLOGICO SUSTENTAVEL - ARIDAS;PI;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;644371
06.051.412/0001-37;ASSOCIACAO REGIONAL INTEGRADA DE DESENVOLVIMENTO AGROECOLOGICO SUSTENTAVEL - ARIDAS;PI;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;635637
06.187.248/0001-90;ASSOCIACAO REVIVA;PE;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;741318
92.963.081/0001-43;ASSOCIACAO RIOGRANDENSE DE IMPRENSA;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;510309
03.210.596/0001-42;ASSOCIACAO RIOGRANDENSE DE PEQUENOS AGRICULTORES;RS;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério do Meio Ambiente - Unidades com vínculo direto;429556
03.210.596/0001-42;ASSOCIACAO RIOGRANDENSE DE PEQUENOS AGRICULTORES;RS;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério do Meio Ambiente - Unidades com vínculo direto;520760
08.946.175/0001-06;ASSOCIACAO RURAL COMERCIAL E INDUSTRIAL DE SERINGUEIRAS;RO;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;755891
05.971.682/0001-01;ASSOCIACAO SOFTWARE LIVRE.ORG;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;557828
04.240.901/0001-01;ASSOCIACAO SOLIDARIA ECONOMICA E ECOLOGICA DE FRUTAS DA AMAZONIA - ASSEEFA;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;518830
10.248.474/0001-00;ASSOCIACAO TRABALHADORES RURAIS BOA ESPERANCA;PA;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;589677
07.284.618/0001-70;ASSOCIACAO VIVER E APRENDER;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;729968
07.284.618/0001-70;ASSOCIACAO VIVER E APRENDER;RS;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;743454
00.312.051/0001-59;ASSOCIACO PARAENSE DE APOIO AS COMUNIDADES CARENTES;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;750557
41.054.602/0001-09;C.A.I.S. DO PARTO - CENTRO ATIVO DE INTEGRACAO DO SER;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;523627
41.054.602/0001-09;C.A.I.S. DO PARTO - CENTRO ATIVO DE INTEGRACAO DO SER;PE;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;503664
03.254.876/0001-52;CACTUS - COOPERATIVA DE ASSESSORIA A CIDADANIA E AO DESENVOLVIMENTO LOCAL SUSTENTAVEL;RN;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;553468
04.228.410/0001-45;CAM - CENTRO DE APOIO AOS MICROEMPREENDEDORES;PE;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;700347
90.615.519/0001-77;CAMARA DA INDUSTRIA E COMERCIO DA REGIAO DAS HORTENSIAS;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;418048
90.615.519/0001-77;CAMARA DA INDUSTRIA E COMERCIO DA REGIAO DAS HORTENSIAS;RS;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;425212
